apt_name,dedicated_area,floor,transaction_amount,transaction_date
샛별마을(라이프),153.24,13,125000.0,2006-01-12
샛별마을(라이프),89.8,16,58500.0,2006-02-01
샛별마을(라이프),78.52,24,48000.0,2006-03-04
샛별마을(라이프),153.24,17,120510.0,2007-12-21
샛별마을(라이프),84.99,19,58000.0,2009-05-13
샛별마을(라이프),89.8,10,63000.0,2009-06-23
샛별마을(라이프),84.99,21,56000.0,2009-12-15
샛별마을(라이프),126.42,3,71000.0,2011-03-05
샛별마을(라이프),84.99,22,54500.0,2011-03-14
샛별마을(라이프),78.52,13,50500.0,2011-06-14
샛별마을(라이프),78.52,20,44350.0,2012-08-04
샛별마을(라이프),78.52,19,38900.0,2013-02-19
샛별마을(라이프),78.52,16,41400.0,2013-03-07
샛별마을(라이프),84.99,4,45000.0,2013-10-30
샛별마을(라이프),153.24,11,78000.0,2014-02-26
샛별마을(라이프),89.8,22,49000.0,2014-08-15
샛별마을(라이프),89.8,8,51000.0,2014-10-20
샛별마을(라이프),89.8,2,49500.0,2014-11-28
샛별마을(라이프),89.8,19,51250.0,2015-01-23
샛별마을(라이프),153.24,5,78700.0,2015-02-26
샛별마을(라이프),89.8,13,54000.0,2015-05-07
샛별마을(라이프),78.52,10,50700.0,2015-07-22
샛별마을(라이프),85.0,18,49250.0,2015-08-29
샛별마을(라이프),78.52,14,49500.0,2015-09-05
샛별마을(라이프),89.8,1,49500.0,2015-09-16
샛별마을(라이프),89.8,24,50800.0,2015-10-02
샛별마을(라이프),89.8,14,54250.0,2015-11-04
샛별마을(라이프),84.99,18,52500.0,2016-04-01
샛별마을(라이프),153.24,19,76000.0,2016-06-15
샛별마을(라이프),89.8,4,54000.0,2016-06-21
샛별마을(라이프),58.17,14,34900.0,2016-07-06
샛별마을(라이프),89.8,11,54000.0,2016-07-12
샛별마을(라이프),126.42,9,66400.0,2016-08-11
샛별마을(라이프),153.24,14,88000.0,2016-09-21
샛별마을(라이프),89.8,6,54500.0,2016-10-03
샛별마을(라이프),153.24,9,76500.0,2016-10-24
샛별마을(라이프),78.52,7,51800.0,2016-11-05
샛별마을(라이프),78.52,21,48800.0,2016-12-20
샛별마을(라이프),153.24,18,79000.0,2017-02-18
샛별마을(라이프),85.0,14,51500.0,2017-03-07
샛별마을(라이프),84.99,16,55000.0,2017-03-22
샛별마을(라이프),153.24,6,75000.0,2017-04-30
샛별마을(라이프),153.24,7,76800.0,2017-05-03
샛별마을(라이프),84.99,13,54000.0,2017-05-22
샛별마을(라이프),153.24,1,71000.0,2017-06-18
샛별마을(라이프),78.52,23,55500.0,2017-06-21
샛별마을(라이프),153.24,2,77000.0,2017-06-26
샛별마을(라이프),89.8,18,58000.0,2017-06-30
샛별마을(라이프),84.99,25,55000.0,2017-07-01
샛별마을(라이프),126.42,12,70000.0,2017-07-27
샛별마을(라이프),126.42,17,71000.0,2017-08-05
샛별마을(라이프),78.52,9,57500.0,2017-09-29
샛별마을(라이프),153.24,15,81000.0,2017-10-13
샛별마을(라이프),126.42,7,75000.0,2017-10-17
샛별마을(라이프),85.0,6,63000.0,2017-11-25
샛별마을(라이프),78.52,8,62300.0,2017-12-18
샛별마을(라이프),85.0,7,66000.0,2018-01-06
샛별마을(라이프),89.8,20,68000.0,2018-01-10
샛별마을(라이프),58.17,10,45500.0,2018-02-12
샛별마을(라이프),78.52,1,64800.0,2018-02-21
샛별마을(라이프),58.17,1,48000.0,2018-03-19
샛별마을(라이프),78.52,17,66000.0,2018-05-21
샛별마을(라이프),78.52,11,66300.0,2018-06-30
샛별마을(라이프),58.17,7,48500.0,2018-08-10
샛별마을(라이프),84.99,20,75000.0,2018-08-21
샛별마을(라이프),78.52,2,69500.0,2018-08-22
샛별마을(라이프),84.99,3,74800.0,2018-08-23
샛별마을(라이프),85.0,16,79000.0,2018-08-24
샛별마을(라이프),78.52,6,77000.0,2018-09-04
샛별마을(라이프),78.52,22,72000.0,2019-05-08
샛별마을(라이프),85.0,10,72500.0,2019-06-20
샛별마을(라이프),126.42,1,83000.0,2019-06-24
샛별마을(라이프),153.24,12,100000.0,2019-07-25
샛별마을(라이프),85.0,1,66500.0,2019-07-31
샛별마을(라이프),126.42,10,93000.0,2019-08-26
샛별마을(라이프),126.42,5,92000.0,2019-08-30
샛별마을(라이프),84.99,11,74000.0,2019-09-24
샛별마을(라이프),84.99,7,75000.0,2019-10-06
샛별마을(라이프),84.99,9,78500.0,2019-10-09
샛별마을(라이프),85.0,11,80000.0,2019-10-11
샛별마을(라이프),84.99,17,78800.0,2019-10-22
샛별마을(라이프),58.17,8,54400.0,2019-10-31
샛별마을(라이프),84.99,14,81000.0,2019-11-02
샛별마을(라이프),85.0,5,83700.0,2019-11-15
샛별마을(라이프),126.42,2,90000.0,2019-11-21
샛별마을(라이프),85.0,15,84000.0,2019-11-30
샛별마을(라이프),84.99,12,80000.0,2019-12-02
샛별마을(라이프),85.0,8,86000.0,2019-12-03
샛별마을(라이프),84.99,15,85000.0,2019-12-05
샛별마을(라이프),153.24,10,118000.0,2019-12-05
샛별마을(라이프),89.8,3,85000.0,2019-12-20
샛별마을(라이프),58.17,13,59000.0,2019-12-20
샛별마을(라이프),84.99,6,84250.0,2019-12-21
샛별마을(라이프),58.17,11,57900.0,2020-02-01
샛별마을(라이프),126.42,11,109500.0,2020-02-15
샛별마을(라이프),84.99,1,78000.0,2020-03-06
샛별마을(라이프),58.17,12,62800.0,2020-03-10
샛별마을(라이프),58.17,9,60500.0,2020-05-16
샛별마을(라이프),58.17,2,59500.0,2020-06-02
샛별마을(라이프),78.52,18,87600.0,2020-06-06
샛별마을(라이프),58.17,15,63500.0,2020-06-18
샛별마을(라이프),78.52,5,89800.0,2020-06-26
샛별마을(라이프),78.52,3,86500.0,2020-06-29
샛별마을(라이프),78.52,4,89900.0,2020-06-30
샛별마을(라이프),85.0,2,89000.0,2020-07-01
샛별마을(라이프),58.17,3,64500.0,2020-07-06
샛별마을(라이프),89.8,7,95000.0,2020-07-07
샛별마을(라이프),126.42,8,115000.0,2020-07-08
샛별마을(라이프),89.8,23,94000.0,2020-07-09
샛별마을(라이프),84.99,10,100500.0,2020-07-09
샛별마을(라이프),84.99,2,89000.0,2020-07-11
샛별마을(라이프),126.42,4,130000.0,2020-07-30
샛별마을(라이프),58.17,4,60000.0,2020-08-03
샛별마을(라이프),85.0,3,96900.0,2020-08-07
샛별마을(라이프),58.17,6,72000.0,2020-08-10
샛별마을(라이프),85.0,13,99800.0,2020-08-13
샛별마을(라이프),84.99,8,105000.0,2020-08-22
샛별마을(라이프),84.99,23,102000.0,2020-08-29
샛별마을(라이프),85.0,4,104000.0,2020-09-24
샛별마을(라이프),126.42,15,89000.0,2020-09-28
샛별마을(라이프),58.17,5,71000.0,2020-10-07
샛별마을(라이프),153.24,20,140000.0,2020-11-05
샛별마을(라이프),89.8,12,120500.0,2020-11-20
샛별마을(라이프),126.42,16,130000.0,2020-11-20
샛별마을(라이프),126.42,18,140000.0,2020-11-21
샛별마을(라이프),126.42,13,143000.0,2020-11-25
샛별마을(라이프),84.99,5,115000.0,2020-11-26
샛별마을(라이프),85.0,9,123000.0,2020-11-27
샛별마을(라이프),84.99,24,108000.0,2020-12-08
샛별마을(라이프),85.0,12,127000.0,2020-12-09
샛별마을(라이프),126.42,6,153000.0,2021-01-22
장안타운(건영),162.85,4,87000.0,2006-02-10
장안타운(건영),131.76,14,89000.0,2006-04-17
장안타운(건영),101.82,4,52000.0,2015-02-07
장안타운(건영),162.85,20,59300.0,2015-03-04
장안타운(건영),131.76,17,55000.0,2016-01-12
장안타운(건영),162.85,10,62000.0,2016-03-15
장안타운(건영),67.73,3,36500.0,2016-06-10
장안타운(건영),101.82,10,53700.0,2016-07-11
장안타운(건영),53.72,14,30800.0,2016-07-16
장안타운(건영),131.76,6,54800.0,2016-08-10
장안타운(건영),131.76,8,55000.0,2016-08-26
장안타운(건영),131.76,7,59000.0,2016-08-30
장안타운(건영),101.82,6,53000.0,2017-03-14
장안타운(건영),53.72,10,34000.0,2017-05-26
장안타운(건영),162.85,18,65000.0,2017-07-19
장안타운(건영),131.76,18,60000.0,2017-07-20
장안타운(건영),162.85,3,63900.0,2017-07-27
장안타운(건영),131.76,3,60000.0,2017-08-29
장안타운(건영),131.76,9,63000.0,2017-11-27
장안타운(건영),85.0,19,57500.0,2017-12-07
장안타운(건영),162.85,7,67000.0,2017-12-22
장안타운(건영),85.0,16,59950.0,2018-01-18
장안타운(건영),70.68,14,52000.0,2018-03-28
장안타운(건영),67.73,7,52200.0,2018-04-21
장안타운(건영),131.55,14,71000.0,2018-06-05
장안타운(건영),70.68,1,51000.0,2018-08-06
장안타운(건영),131.55,18,75000.0,2018-08-20
장안타운(건영),53.72,8,42900.0,2018-08-22
장안타운(건영),131.76,11,75000.0,2018-08-27
장안타운(건영),162.85,14,85000.0,2018-08-27
장안타운(건영),131.55,19,75000.0,2018-08-28
장안타운(건영),131.55,17,80000.0,2018-10-06
장안타운(건영),67.73,4,58000.0,2019-01-25
장안타운(건영),131.55,16,73000.0,2019-05-03
장안타운(건영),162.85,19,77000.0,2019-05-28
장안타운(건영),162.85,16,75000.0,2019-06-15
장안타운(건영),162.85,13,83000.0,2019-07-31
장안타운(건영),131.55,13,78500.0,2019-08-13
장안타운(건영),162.85,12,81000.0,2019-09-07
장안타운(건영),131.55,12,84800.0,2019-10-19
장안타운(건영),85.0,17,68000.0,2019-10-23
장안타운(건영),131.55,15,85000.0,2019-11-02
장안타운(건영),162.85,6,85000.0,2019-11-23
장안타운(건영),70.68,8,57500.0,2019-11-29
장안타운(건영),70.68,6,55900.0,2019-11-29
장안타운(건영),162.85,9,87000.0,2019-11-30
장안타운(건영),101.82,2,70000.0,2019-12-03
장안타운(건영),67.73,12,55000.0,2019-12-03
장안타운(건영),101.82,9,79000.0,2019-12-13
장안타운(건영),85.0,9,76000.0,2019-12-25
장안타운(건영),85.0,18,73000.0,2019-12-25
장안타운(건영),85.0,7,71000.0,2019-12-30
장안타운(건영),131.76,13,82500.0,2020-01-10
장안타운(건영),53.72,12,44800.0,2020-01-14
장안타운(건영),131.55,11,85000.0,2020-01-28
장안타운(건영),67.73,8,58000.0,2020-02-05
장안타운(건영),53.72,2,45000.0,2020-02-07
장안타운(건영),131.76,16,88000.0,2020-02-25
장안타운(건영),162.85,5,86500.0,2020-02-26
장안타운(건영),85.0,14,77500.0,2020-05-12
장안타운(건영),101.82,8,75000.0,2020-05-18
장안타운(건영),131.55,6,85000.0,2020-05-21
장안타운(건영),67.73,11,56500.0,2020-05-22
장안타운(건영),67.73,13,55900.0,2020-06-04
장안타운(건영),85.0,4,78500.0,2020-06-05
장안타운(건영),70.68,4,62900.0,2020-06-06
장안타운(건영),162.85,2,86000.0,2020-06-09
장안타운(건영),85.0,1,68000.0,2020-06-12
장안타운(건영),70.68,12,62000.0,2020-06-15
장안타운(건영),85.0,13,74000.0,2020-06-16
장안타운(건영),101.82,1,77000.0,2020-06-17
장안타운(건영),70.68,5,64000.0,2020-06-18
장안타운(건영),131.55,8,91000.0,2020-06-22
장안타운(건영),162.85,1,87000.0,2020-06-23
장안타운(건영),70.68,7,63700.0,2020-06-23
장안타운(건영),131.55,2,87500.0,2020-06-24
장안타운(건영),67.73,1,54000.0,2020-06-24
장안타운(건영),85.0,10,76000.0,2020-06-24
장안타운(건영),67.73,5,58900.0,2020-06-25
장안타운(건영),67.73,10,58000.0,2020-06-26
장안타운(건영),162.85,11,90000.0,2020-06-27
장안타운(건영),67.73,14,58000.0,2020-06-29
장안타운(건영),162.85,8,90000.0,2020-06-29
장안타운(건영),70.68,2,63000.0,2020-06-29
장안타운(건영),131.55,1,82500.0,2020-06-29
장안타운(건영),131.55,9,89900.0,2020-06-30
장안타운(건영),67.73,9,58000.0,2020-06-30
장안타운(건영),101.82,7,87000.0,2020-07-01
장안타운(건영),85.0,5,85000.0,2020-07-04
장안타운(건영),85.0,12,71500.0,2020-07-13
장안타운(건영),85.0,3,80000.0,2020-07-23
장안타운(건영),53.72,4,51000.0,2020-07-24
장안타운(건영),53.72,7,60000.0,2020-08-13
장안타운(건영),53.72,3,58000.0,2020-08-15
장안타운(건영),101.82,11,72000.0,2020-08-28
장안타운(건영),131.55,10,106300.0,2020-10-12
장안타운(건영),67.73,6,64500.0,2020-10-21
장안타운(건영),85.0,8,83000.0,2020-10-21
장안타운(건영),131.55,5,106000.0,2020-10-24
장안타운(건영),85.0,6,86000.0,2020-10-27
장안타운(건영),70.68,13,72300.0,2020-10-31
장안타운(건영),101.82,5,107500.0,2020-11-12
장안타운(건영),70.68,11,75500.0,2020-11-13
장안타운(건영),53.72,6,63000.0,2020-11-14
장안타운(건영),131.55,3,115000.0,2020-11-18
장안타운(건영),53.72,13,62900.0,2020-11-18
장안타운(건영),85.0,11,97000.0,2020-11-19
장안타운(건영),53.72,9,64000.0,2020-11-21
장안타운(건영),67.73,2,75000.0,2020-11-21
장안타운(건영),53.72,1,61500.0,2020-11-24
장안타운(건영),70.68,3,73000.0,2020-11-27
장안타운(건영),70.68,9,82000.0,2020-11-30
장안타운(건영),131.55,7,119000.0,2020-12-03
장안타운(건영),131.76,12,110000.0,2020-12-14
장안타운(건영),85.0,15,98000.0,2020-12-17
장안타운(건영),70.68,10,85500.0,2020-12-18
장안타운(건영),85.0,2,98500.0,2020-12-24
장안타운(건영),131.55,4,117500.0,2020-12-30
장안타운(건영),101.82,3,108500.0,2020-12-30
장안타운(건영),53.72,5,65000.0,2020-12-31
장안타운(건영),162.85,17,129000.0,2021-01-08
장안타운(건영),53.72,11,65000.0,2021-01-23
샛별마을(동성),101.88,10,83500.0,2006-10-21
샛별마을(동성),133.65,13,82500.0,2010-11-13
샛별마을(동성),101.88,1,51000.0,2014-03-01
샛별마을(동성),101.88,4,54000.0,2014-09-19
샛별마을(동성),133.65,12,66000.0,2014-10-12
샛별마을(동성),133.65,4,66500.0,2015-08-30
샛별마을(동성),101.88,9,59500.0,2015-10-15
샛별마을(동성),101.88,2,56500.0,2016-04-17
샛별마을(동성),101.88,5,58800.0,2016-06-20
샛별마을(동성),133.65,19,74000.0,2016-10-12
샛별마을(동성),69.39,5,47500.0,2017-05-11
샛별마을(동성),133.65,16,78000.0,2017-07-15
샛별마을(동성),101.88,8,69000.0,2017-07-29
샛별마을(동성),101.88,6,70000.0,2017-10-21
샛별마을(동성),84.82,11,62900.0,2017-11-15
샛별마을(동성),133.65,1,74700.0,2017-12-07
샛별마을(동성),133.65,5,85000.0,2018-01-05
샛별마을(동성),59.4,4,54500.0,2018-07-30
샛별마을(동성),69.39,12,64500.0,2018-08-13
샛별마을(동성),133.65,11,108000.0,2018-08-29
샛별마을(동성),133.65,18,102000.0,2019-07-08
샛별마을(동성),133.65,10,102500.0,2019-10-07
샛별마을(동성),84.82,8,79000.0,2019-10-10
샛별마을(동성),133.65,20,110000.0,2019-11-11
샛별마을(동성),84.82,10,87700.0,2019-11-19
샛별마을(동성),69.39,1,68000.0,2019-12-02
샛별마을(동성),133.65,9,119000.0,2019-12-07
샛별마을(동성),133.65,17,120000.0,2019-12-13
샛별마을(동성),59.4,5,59000.0,2019-12-31
샛별마을(동성),59.4,1,57300.0,2020-01-04
샛별마을(동성),59.4,7,59500.0,2020-01-18
샛별마을(동성),59.4,6,62800.0,2020-02-19
샛별마을(동성),84.82,1,80000.0,2020-02-21
샛별마을(동성),84.82,4,88900.0,2020-02-25
샛별마을(동성),59.4,2,60500.0,2020-03-04
샛별마을(동성),69.39,13,76500.0,2020-06-04
샛별마을(동성),69.39,3,75000.0,2020-06-05
샛별마을(동성),133.65,2,106000.0,2020-06-16
샛별마을(동성),84.82,15,90000.0,2020-07-02
샛별마을(동성),59.4,10,66000.0,2020-07-02
샛별마을(동성),133.65,14,123000.0,2020-07-03
샛별마을(동성),133.65,6,115000.0,2020-07-03
샛별마을(동성),84.82,5,96800.0,2020-07-03
샛별마을(동성),84.82,6,89800.0,2020-07-04
샛별마을(동성),59.4,8,66700.0,2020-07-04
샛별마을(동성),69.39,4,85000.0,2020-07-04
샛별마을(동성),59.4,3,70000.0,2020-07-06
샛별마을(동성),133.65,15,120000.0,2020-07-07
샛별마을(동성),69.39,6,87000.0,2020-07-09
샛별마을(동성),69.39,10,85000.0,2020-07-14
샛별마을(동성),84.82,7,99000.0,2020-07-14
샛별마을(동성),133.65,3,120000.0,2020-07-14
샛별마을(동성),84.82,12,104800.0,2020-08-08
샛별마을(동성),133.65,8,129800.0,2020-08-10
샛별마을(동성),69.39,9,85000.0,2020-08-16
샛별마을(동성),84.82,14,107500.0,2020-10-31
샛별마을(동성),84.82,3,101000.0,2020-11-15
샛별마을(동성),69.39,8,86000.0,2020-11-15
샛별마을(동성),84.82,13,113000.0,2020-11-17
샛별마을(동성),69.39,7,91500.0,2020-11-20
샛별마을(동성),84.82,2,100000.0,2020-11-20
샛별마을(동성),84.82,9,109500.0,2020-11-21
샛별마을(동성),69.39,2,91500.0,2020-11-25
샛별마을(동성),59.4,9,80000.0,2020-11-27
샛별마을(동성),69.39,11,93000.0,2020-11-30
샛별마을(삼부),69.96,11,49500.0,2006-11-25
샛별마을(삼부),128.09,18,80000.0,2009-04-04
샛별마을(삼부),128.09,20,82000.0,2009-04-30
샛별마을(삼부),128.09,19,75500.0,2010-12-29
샛별마을(삼부),84.6,16,43800.0,2013-08-09
샛별마을(삼부),84.6,15,41000.0,2013-08-29
샛별마을(삼부),128.09,5,64000.0,2015-04-07
샛별마을(삼부),69.96,2,42050.0,2016-09-01
샛별마을(삼부),84.6,11,51900.0,2016-09-03
샛별마을(삼부),128.09,11,70500.0,2016-09-08
샛별마을(삼부),128.09,12,65000.0,2016-09-12
샛별마을(삼부),128.09,14,71000.0,2016-10-03
샛별마을(삼부),128.09,3,68000.0,2016-10-05
샛별마을(삼부),128.09,21,73000.0,2016-10-21
샛별마을(삼부),69.96,5,47700.0,2016-10-29
샛별마을(삼부),128.09,13,73500.0,2016-10-29
샛별마을(삼부),128.09,7,72000.0,2016-11-15
샛별마을(삼부),128.09,1,67000.0,2017-02-26
샛별마을(삼부),84.6,13,54500.0,2017-03-14
샛별마을(삼부),69.96,12,46250.0,2017-04-01
샛별마을(삼부),84.6,5,57000.0,2017-05-12
샛별마을(삼부),69.96,4,46700.0,2017-05-12
샛별마을(삼부),128.09,17,79750.0,2017-06-30
샛별마을(삼부),128.09,25,80000.0,2017-08-11
샛별마을(삼부),69.96,9,54000.0,2017-09-30
샛별마을(삼부),69.96,7,55000.0,2017-12-13
샛별마을(삼부),128.09,16,81800.0,2018-02-06
샛별마을(삼부),69.96,8,71000.0,2019-07-24
샛별마을(삼부),128.09,9,99000.0,2019-07-29
샛별마을(삼부),128.09,4,99700.0,2019-09-21
샛별마을(삼부),128.09,15,101000.0,2019-11-01
샛별마을(삼부),59.82,4,61000.0,2019-11-18
샛별마을(삼부),69.96,3,78000.0,2019-11-19
샛별마을(삼부),84.6,3,87500.0,2019-11-20
샛별마을(삼부),84.6,14,80000.0,2019-11-21
샛별마을(삼부),128.09,6,107500.0,2019-11-22
샛별마을(삼부),69.96,1,69000.0,2019-12-08
샛별마을(삼부),84.6,2,87000.0,2020-02-19
샛별마을(삼부),128.09,2,72000.0,2020-05-24
샛별마을(삼부),128.09,22,115000.0,2020-06-15
샛별마을(삼부),84.6,9,92000.0,2020-06-17
샛별마을(삼부),128.09,10,114500.0,2020-06-23
샛별마을(삼부),128.09,23,115000.0,2020-06-23
샛별마을(삼부),84.6,7,96000.0,2020-07-08
샛별마을(삼부),84.6,10,95000.0,2020-07-09
샛별마을(삼부),128.09,24,129000.0,2020-07-29
샛별마을(삼부),84.6,1,102500.0,2020-08-17
샛별마을(삼부),69.96,10,83000.0,2020-08-19
샛별마을(삼부),84.6,4,100000.0,2020-08-29
샛별마을(삼부),128.09,8,135500.0,2020-10-06
샛별마을(삼부),59.82,2,74500.0,2020-11-13
샛별마을(삼부),84.6,6,108000.0,2020-11-19
샛별마을(삼부),84.6,8,115000.0,2020-11-21
샛별마을(삼부),59.82,5,80000.0,2020-11-30
샛별마을(삼부),84.6,12,118000.0,2020-12-04
샛별마을(삼부),59.82,1,73500.0,2020-12-19
샛별마을(삼부),59.82,3,77000.0,2020-12-24
샛별마을(삼부),69.96,6,107000.0,2021-01-23
샛별마을(우방),101.96,13,70000.0,2009-02-10
샛별마을(우방),101.96,17,65000.0,2011-04-10
샛별마을(우방),57.28,17,32200.0,2013-05-06
샛별마을(우방),101.96,8,62500.0,2014-01-25
샛별마을(우방),101.96,10,66000.0,2014-04-25
샛별마을(우방),133.86,18,75000.0,2015-01-06
샛별마을(우방),185.62,1,90000.0,2015-02-06
샛별마을(우방),72.32,16,49500.0,2016-01-21
샛별마을(우방),101.96,2,63300.0,2016-08-27
샛별마을(우방),84.99,14,62800.0,2016-08-31
샛별마을(우방),72.32,7,50000.0,2016-09-07
샛별마을(우방),101.96,7,68000.0,2016-09-14
샛별마을(우방),84.99,12,60000.0,2016-10-10
샛별마을(우방),84.99,13,65000.0,2016-10-17
샛별마을(우방),72.32,13,51700.0,2017-02-03
샛별마을(우방),133.86,19,78500.0,2017-04-01
샛별마을(우방),101.96,16,70500.0,2017-05-09
샛별마을(우방),133.86,5,75500.0,2017-05-12
샛별마을(우방),84.99,7,63300.0,2017-05-18
샛별마을(우방),101.96,4,68300.0,2017-06-06
샛별마을(우방),133.86,10,78000.0,2017-06-14
샛별마을(우방),72.32,6,52500.0,2017-06-17
샛별마을(우방),72.32,4,55000.0,2017-08-15
샛별마을(우방),133.86,14,77500.0,2017-09-06
샛별마을(우방),84.99,15,68500.0,2017-09-21
샛별마을(우방),84.99,5,70000.0,2017-09-22
샛별마을(우방),185.62,11,107000.0,2018-01-09
샛별마을(우방),101.96,6,79000.0,2018-02-09
샛별마을(우방),133.86,16,98000.0,2018-03-01
샛별마을(우방),133.86,20,85000.0,2018-03-13
샛별마을(우방),185.62,10,115000.0,2018-03-17
샛별마을(우방),72.32,17,68000.0,2018-08-13
샛별마을(우방),57.28,1,52000.0,2018-08-18
샛별마을(우방),101.96,5,90000.0,2018-08-20
샛별마을(우방),133.86,7,110000.0,2018-10-17
샛별마을(우방),84.99,6,82500.0,2019-01-07
샛별마을(우방),84.99,10,78000.0,2019-04-08
샛별마을(우방),72.32,11,71000.0,2019-05-14
샛별마을(우방),72.32,2,65000.0,2019-05-31
샛별마을(우방),101.96,15,92000.0,2019-07-24
샛별마을(우방),101.96,12,93000.0,2019-07-30
샛별마을(우방),84.99,11,83800.0,2019-09-30
샛별마을(우방),84.99,3,83500.0,2019-10-01
샛별마을(우방),101.96,9,98000.0,2019-10-10
샛별마을(우방),72.32,18,73000.0,2019-10-11
샛별마을(우방),72.32,9,75000.0,2019-10-23
샛별마을(우방),72.32,3,69500.0,2019-11-09
샛별마을(우방),133.86,1,98250.0,2019-11-14
샛별마을(우방),133.86,11,119000.0,2019-11-27
샛별마을(우방),185.62,16,145000.0,2019-11-27
샛별마을(우방),185.62,2,110000.0,2019-12-03
샛별마을(우방),185.62,3,120000.0,2019-12-13
샛별마을(우방),57.28,13,59800.0,2019-12-13
샛별마을(우방),57.28,14,59500.0,2019-12-18
샛별마을(우방),72.32,10,80000.0,2020-02-04
샛별마을(우방),57.28,18,67900.0,2020-02-18
샛별마을(우방),84.99,2,89900.0,2020-03-07
샛별마을(우방),133.86,9,112500.0,2020-03-24
샛별마을(우방),57.28,10,65000.0,2020-05-12
샛별마을(우방),133.86,17,120000.0,2020-05-15
샛별마을(우방),133.86,8,135000.0,2020-05-30
샛별마을(우방),57.28,2,64500.0,2020-06-03
샛별마을(우방),133.86,2,113000.0,2020-06-04
샛별마을(우방),185.62,13,145000.0,2020-06-05
샛별마을(우방),101.96,11,108000.0,2020-06-06
샛별마을(우방),72.32,8,85000.0,2020-06-06
샛별마을(우방),133.86,13,119000.0,2020-06-20
샛별마을(우방),72.32,15,83700.0,2020-06-22
샛별마을(우방),133.86,12,118900.0,2020-06-30
샛별마을(우방),72.32,12,85000.0,2020-07-01
샛별마을(우방),133.86,3,124000.0,2020-07-02
샛별마을(우방),57.28,11,74000.0,2020-07-09
샛별마을(우방),57.28,8,75000.0,2020-07-18
샛별마을(우방),57.28,4,70000.0,2020-07-18
샛별마을(우방),72.32,1,89000.0,2020-08-10
샛별마을(우방),57.28,6,70800.0,2020-08-15
샛별마을(우방),84.99,1,85000.0,2020-08-20
샛별마을(우방),57.28,16,79000.0,2020-08-25
샛별마을(우방),57.28,7,80000.0,2020-09-05
샛별마을(우방),133.86,4,135000.0,2020-09-16
샛별마을(우방),57.28,5,78000.0,2020-10-20
샛별마을(우방),101.96,14,128000.0,2020-10-29
샛별마을(우방),72.32,5,103000.0,2020-10-29
샛별마을(우방),101.96,1,118000.0,2020-11-11
샛별마을(우방),72.32,14,107000.0,2020-11-12
샛별마을(우방),185.62,14,147000.0,2020-11-14
샛별마을(우방),101.96,3,115000.0,2020-11-20
샛별마을(우방),72.32,19,110000.0,2020-11-26
샛별마을(우방),133.86,15,140000.0,2020-11-26
샛별마을(우방),57.28,9,84800.0,2020-11-30
샛별마을(우방),84.99,9,125000.0,2020-12-01
샛별마을(우방),57.28,12,85500.0,2020-12-01
샛별마을(우방),57.28,3,84500.0,2020-12-05
샛별마을(우방),133.86,6,167000.0,2020-12-09
샛별마을(우방),185.62,6,170000.0,2020-12-16
샛별마을(우방),57.28,15,88000.0,2020-12-18
샛별마을(우방),84.99,8,135000.0,2021-01-07
샛별마을(우방),84.99,4,132500.0,2021-01-08
파크타운(대림),134.91,3,90000.0,2006-01-18
파크타운(대림),134.91,4,94400.0,2006-01-23
파크타운(대림),84.6,2,60000.0,2006-01-24
파크타운(대림),101.84,14,85000.0,2006-03-20
파크타운(대림),101.84,8,89000.0,2006-10-21
파크타운(대림),186.1,4,130000.0,2007-11-23
파크타운(대림),186.1,7,105000.0,2009-02-19
파크타운(대림),101.84,12,79000.0,2009-08-24
파크타운(대림),134.41,10,98000.0,2009-09-02
파크타운(대림),186.1,11,27000.0,2009-10-13
파크타운(대림),186.1,14,108500.0,2010-04-02
파크타운(대림),101.91,5,69500.0,2010-12-03
파크타운(대림),134.41,16,85000.0,2011-06-01
파크타운(대림),134.41,11,94000.0,2011-10-06
파크타운(대림),134.91,10,71000.0,2012-05-05
파크타운(대림),101.91,20,62800.0,2012-12-19
파크타운(대림),134.91,9,71000.0,2014-01-22
파크타운(대림),84.78,20,43000.0,2014-03-08
파크타운(대림),134.91,8,74800.0,2014-06-29
파크타운(대림),134.91,14,75000.0,2014-09-05
파크타운(대림),134.91,16,74000.0,2015-02-16
파크타운(대림),131.49,17,81500.0,2015-03-07
파크타운(대림),134.91,27,79500.0,2015-03-28
파크타운(대림),134.91,25,75000.0,2015-07-10
파크타운(대림),84.78,10,54500.0,2015-07-24
파크타운(대림),131.49,15,81500.0,2015-09-11
파크타운(대림),186.1,9,98800.0,2015-11-24
파크타운(대림),131.49,20,74500.0,2016-02-06
파크타운(대림),101.84,11,68700.0,2016-03-15
파크타운(대림),84.78,5,53000.0,2016-04-01
파크타운(대림),101.91,1,63000.0,2016-04-08
파크타운(대림),134.91,22,75500.0,2016-04-28
파크타운(대림),84.6,6,62800.0,2016-06-25
파크타운(대림),134.91,1,69500.0,2016-07-09
파크타운(대림),59.32,20,38000.0,2016-07-21
파크타운(대림),101.91,6,68800.0,2016-10-01
파크타운(대림),186.1,17,96500.0,2016-10-03
파크타운(대림),84.78,19,57500.0,2016-10-14
파크타운(대림),101.84,1,65500.0,2016-10-15
파크타운(대림),101.91,8,75000.0,2016-11-10
파크타운(대림),186.1,5,102000.0,2016-11-25
파크타운(대림),134.91,11,78000.0,2017-01-12
